,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,LoyaltyLevel
1125,1138.0,121,23,45069.0,3,3,3,9,Silver
1126,1139.0,359,18,63012.0,4,3,3,10,Silver
1127,1140.0,55,104,241264.0,3,1,1,5,Platinum
1128,1141.0,66,7,13848.0,3,4,4,11,Bronze
1129,1142.0,89,3,18624.0,3,4,4,11,Bronze
1130,1143.0,55,36,147650.0,3,3,2,8,Gold
1131,1144.0,22,165,406700.0,2,1,1,4,Platinum
1132,1145.0,8,178,2199752.0,1,1,1,3,Platinum
1133,1146.0,3,65,164781.0,1,2,2,5,Platinum
1134,1147.0,11,142,335563.0,1,1,1,3,Platinum
1135,1148.0,8,59,94242.0,1,2,2,5,Platinum
1136,1149.0,193,28,61916.0,4,3,3,10,Silver
1137,1150.0,72,16,30381.0,3,4,4,11,Bronze
1138,1151.0,205,19,43402.0,4,3,3,10,Silver
1139,1152.0,120,40,78040.0,3,3,3,9,Silver
1140,1153.0,94,15,47906.0,3,4,3,10,Silver
1141,1154.0,2,110,230839.0,1,1,1,3,Platinum
1142,1155.0,31,27,114051.0,2,3,2,7,Gold
1143,1156.0,298,21,91094.0,4,3,2,9,Silver
1144,1157.0,25,27,70640.0,2,3,3,8,Gold
1145,1158.0,29,118,327607.0,2,1,1,4,Platinum
1146,1159.0,52,17,40374.0,2,4,3,9,Silver
1147,1160.0,326,12,20510.0,4,4,4,12,Bronze
1148,1161.0,17,19,48270.0,1,3,3,7,Gold
1149,1162.0,193,43,95215.0,4,2,2,8,Gold
1150,1163.0,73,149,367834.0,3,1,1,5,Platinum
1151,1164.0,39,26,48894.0,2,3,3,8,Gold
1152,1165.0,80,122,309891.0,3,1,1,5,Platinum
1153,1166.0,61,148,391367.0,3,1,1,5,Platinum
1154,1167.0,13,33,79378.0,1,3,3,7,Gold
1155,1168.0,51,18,38358.0,2,3,4,9,Silver
1156,1169.0,50,30,165454.0,2,3,2,7,Gold
1157,1170.0,60,26,65936.0,3,3,3,9,Silver
1158,1171.0,352,7,21663.0,4,4,4,12,Bronze
1159,1172.0,54,20,45394.0,3,3,3,9,Silver
1160,1173.0,2,117,252346.0,1,1,1,3,Platinum
1161,1174.0,93,41,85393.0,3,3,3,9,Silver
1162,1175.0,24,11,28914.0,2,4,4,10,Silver
1163,1176.0,75,21,46706.0,3,3,3,9,Silver
1164,1177.0,12,27,53560.0,1,3,3,7,Gold
1165,1178.0,171,9,90573.0,4,4,2,10,Silver
1166,1179.0,58,17,48184.0,3,4,3,10,Silver
1167,1180.0,96,58,156517.0,3,2,2,7,Gold
1168,1181.0,295,16,34377.0,4,4,4,12,Bronze
1169,1182.0,110,23,71566.0,3,3,3,9,Silver
1170,1183.0,264,31,112988.0,4,3,2,9,Silver
1171,1184.0,180,26,53032.0,4,3,3,10,Silver
1172,1185.0,170,9,22725.0,4,4,4,12,Bronze
1173,1186.0,37,7,10592.0,2,4,4,10,Silver
1174,1187.0,24,45,105670.0,2,2,2,6,Gold
1175,1188.0,18,49,115174.0,1,2,2,5,Platinum
1176,1189.0,22,45,607342.0,2,2,1,5,Platinum
1177,1190.0,81,11,81029.0,3,4,3,10,Silver
1178,1191.0,69,5,10984.0,3,4,4,11,Bronze
1179,1192.0,365,3,13024.0,4,4,4,12,Bronze
1180,1193.0,3,160,357665.0,1,1,1,3,Platinum
1181,1194.0,12,35,92191.0,1,3,2,6,Gold
1182,1195.0,177,39,85597.0,4,3,3,10,Silver
1183,1196.0,218,136,405738.0,4,1,1,6,Gold
1184,1197.0,9,19,344286.0,1,3,1,5,Platinum
1185,1198.0,2,25,51916.0,1,3,3,7,Gold
1186,1199.0,155,33,40072.0,4,3,3,10,Silver
1187,1200.0,6,152,127086.0,1,1,2,4,Platinum
1188,1202.0,80,92,77954.0,3,2,3,8,Gold
1189,1203.0,22,12,29006.0,2,4,4,10,Silver
1190,1204.0,22,11,21924.0,2,4,4,10,Silver
1191,1205.0,309,35,91898.0,4,3,2,9,Silver
1192,1206.0,152,2,10530.0,4,4,4,12,Bronze
1193,1207.0,8,626,1124780.0,1,1,1,3,Platinum
1194,1208.0,19,149,368698.0,1,1,1,3,Platinum
1195,1209.0,72,15,25157.0,3,4,4,11,Bronze
1196,1210.0,289,11,33686.0,4,4,4,12,Bronze
1197,1211.0,50,28,53946.0,2,3,3,8,Gold
1198,1212.0,32,338,331466.0,2,1,1,4,Platinum
1199,1213.0,209,10,43178.0,4,4,3,11,Bronze
1200,1214.0,16,15,36851.0,1,4,4,9,Silver
1201,1215.0,74,54,121590.0,3,2,2,7,Gold
1202,1216.0,63,11,26950.0,3,4,4,11,Bronze
1203,1217.0,40,111,242037.0,2,1,1,4,Platinum
1204,1218.0,34,107,326702.0,2,1,1,4,Platinum
1205,1219.0,29,16,127492.0,2,4,2,8,Gold
1206,1220.0,5,351,888245.0,1,1,1,3,Platinum
1207,1221.0,20,13,43429.0,2,4,3,9,Silver
1208,1222.0,20,234,565276.0,2,1,1,4,Platinum
1209,1223.0,66,41,199572.0,3,3,2,8,Gold
1210,1224.0,214,16,42763.0,4,4,3,11,Bronze
1211,1225.0,13,83,130982.0,1,2,2,5,Platinum
1212,1226.0,31,5,10714.0,2,4,4,10,Silver
1213,1227.0,44,121,388165.0,2,1,1,4,Platinum
1214,1228.0,4,155,275868.0,1,1,1,3,Platinum
1215,1229.0,16,86,180996.0,1,2,2,5,Platinum
1216,1230.0,11,208,500790.0,1,1,1,3,Platinum
1217,1231.0,212,15,99240.0,4,4,2,10,Silver
1218,1232.0,46,39,258574.0,2,3,1,6,Gold
1219,1233.0,135,47,97239.0,3,2,2,7,Gold
1220,1234.0,44,171,599457.0,2,1,1,4,Platinum
1221,1235.0,10,84,408585.0,1,2,1,4,Platinum
1222,1236.0,118,30,127459.0,3,3,2,8,Gold
1223,1237.0,199,42,88479.0,4,2,2,8,Gold
1224,1238.0,280,11,40452.0,4,4,3,11,Bronze
1225,1239.0,111,34,72658.0,3,3,3,9,Silver
1226,1240.0,78,39,101776.0,3,3,2,8,Gold
1227,1241.0,53,20,112726.0,3,3,2,8,Gold
1228,1242.0,162,161,542697.0,4,1,1,6,Gold
1229,1243.0,47,66,191118.0,2,2,2,6,Gold
1230,1244.0,17,39,86924.0,1,3,2,6,Gold
1231,1245.0,156,22,72623.0,4,3,3,10,Silver
1232,1246.0,226,28,65219.0,4,3,3,10,Silver
1233,1247.0,8,31,77964.0,1,3,3,7,Gold
1234,1248.0,124,16,37972.0,3,4,4,11,Bronze
1235,1249.0,63,6,13908.0,3,4,4,11,Bronze
1236,1250.0,64,15,57438.0,3,4,3,10,Silver
1237,1251.0,19,243,307161.0,1,1,1,3,Platinum
1238,1252.0,9,248,1710795.0,1,1,1,3,Platinum
1239,1253.0,8,143,405933.0,1,1,1,3,Platinum
1240,1254.0,23,89,83545.0,2,2,3,7,Gold
1241,1255.0,29,66,174196.0,2,2,2,6,Gold
1242,1256.0,285,38,77308.0,4,3,3,10,Silver
1243,1257.0,177,28,17031.0,4,3,4,11,Bronze
1244,1258.0,79,92,202522.0,3,2,2,7,Gold
1245,1259.0,38,6,17888.0,2,4,4,10,Silver
1246,1260.0,43,235,442700.0,2,1,1,4,Platinum
1247,1261.0,267,21,19192.0,4,3,4,11,Bronze
1248,1262.0,27,209,81035.0,2,1,3,6,Gold
1249,1263.0,110,6,195522.0,3,4,2,9,Silver
1250,1264.0,285,13,30426.0,4,4,4,12,Bronze
1251,1265.0,9,32,152704.0,1,3,2,6,Gold
1252,1266.0,306,85,54641.0,4,2,3,9,Silver
1253,1267.0,17,488,765738.0,1,1,1,3,Platinum
1254,1268.0,32,54,111085.0,2,2,2,6,Gold
1255,1269.0,1,210,1767931.0,1,1,1,3,Platinum
1256,1270.0,20,56,27949.0,2,2,4,8,Gold
1257,1271.0,128,4,33890.0,3,4,4,11,Bronze
1258,1272.0,66,6,12644.0,3,4,4,11,Bronze
1259,1273.0,107,10,79132.0,3,4,3,10,Silver
1260,1274.0,2,1106,1031327.0,1,1,1,3,Platinum
1261,1275.0,25,284,877086.0,2,1,1,4,Platinum
1262,1276.0,267,8,27568.0,4,4,4,12,Bronze
1263,1277.0,5,202,892064.0,1,1,1,3,Platinum
1264,1278.0,10,111,1349698.0,1,1,1,3,Platinum
1265,1279.0,30,80,236586.0,2,2,1,5,Platinum
1266,1280.0,267,7,17433.0,4,4,4,12,Bronze
1267,1281.0,64,52,56690.0,3,2,3,8,Gold
1268,1282.0,321,24,29822.0,4,3,4,11,Bronze
1269,1283.0,4,322,193682.0,1,1,2,4,Platinum
1270,1284.0,33,13,19462.0,2,4,4,10,Silver
1271,1285.0,5,43,131134.0,1,2,2,5,Platinum
1272,1286.0,130,46,16265.0,3,2,4,9,Silver
1273,1287.0,44,42,63392.0,2,2,3,7,Gold
1274,1288.0,102,65,118844.0,3,2,2,7,Gold
1275,1289.0,126,12,53136.0,3,4,3,10,Silver
1276,1290.0,37,4,6492.0,2,4,4,10,Silver
1277,1291.0,303,152,122315.0,4,1,2,7,Gold
1278,1292.0,365,29,24900.0,4,3,4,11,Bronze
1279,1293.0,5,181,142996.0,1,1,2,4,Platinum
1280,1294.0,3,450,614012.0,1,1,1,3,Platinum
1281,1295.0,3,69,34777.0,1,2,4,7,Gold
1282,1296.0,11,589,5678995.0,1,1,1,3,Platinum
1283,1297.0,58,14,23739.0,3,4,4,11,Bronze
1284,1298.0,326,1,8352.0,4,4,4,12,Bronze
1285,1299.0,8,214,510004.0,1,1,1,3,Platinum
1286,1300.0,13,105,60215.0,1,1,3,5,Platinum
1287,1301.0,5,5095,6154642.0,1,1,1,3,Platinum
1288,1302.0,37,21,19091.0,2,3,4,9,Silver
1289,1303.0,17,250,421621.0,1,1,1,3,Platinum
1290,1304.0,138,26,22838.0,3,3,4,10,Silver
1291,1305.0,75,34,795177.0,3,3,1,7,Gold
1292,1306.0,8,79,181735.0,1,2,2,5,Platinum
1293,1307.0,155,21,26096.0,4,3,4,11,Bronze
1294,1308.0,240,74,170278.0,4,2,2,8,Gold
1295,1309.0,52,123,362951.0,2,1,1,4,Platinum
1296,1310.0,31,34,75647.0,2,3,3,8,Gold
1297,1311.0,73,9,18446.0,3,4,4,11,Bronze
1298,1312.0,5,156,706082.0,1,1,1,3,Platinum
1299,1313.0,16,10,95841.0,1,4,2,7,Gold
1300,1314.0,26,160,375871.0,2,1,1,4,Platinum
1301,1315.0,4,34,219822.0,1,3,1,5,Platinum
1302,1316.0,276,15,43651.0,4,4,3,11,Bronze
1303,1317.0,22,72,175489.0,2,2,2,6,Gold
1304,1318.0,145,3,13704.0,4,4,4,12,Bronze
1305,1320.0,4,159,381197.0,1,1,1,3,Platinum
1306,1321.0,85,5,111164.0,3,4,2,9,Silver
1307,1322.0,11,167,362428.0,1,1,1,3,Platinum
1308,1323.0,10,15,86422.0,1,4,2,7,Gold
1309,1324.0,124,44,89151.0,3,2,2,7,Gold
1310,1325.0,61,46,90653.0,3,2,2,7,Gold
1311,1326.0,2,52,144699.0,1,2,2,5,Platinum
1312,1327.0,320,67,63884.0,4,2,3,9,Silver
1313,1328.0,3,200,531780.0,1,1,1,3,Platinum
1314,1329.0,130,28,77181.0,3,3,3,9,Silver
1315,1330.0,2,134,666799.0,1,1,1,3,Platinum
1316,1331.0,3,47,127049.0,1,2,2,5,Platinum
1317,1332.0,47,26,64788.0,2,3,3,8,Gold
1318,1333.0,4,66,132154.0,1,2,2,5,Platinum
1319,1334.0,4,40,110735.0,1,3,2,6,Gold
1320,1335.0,374,22,45056.0,4,3,3,10,Silver
1321,1336.0,135,7,12842.0,3,4,4,11,Bronze
1322,1337.0,47,11,414756.0,2,4,1,7,Gold
1323,1338.0,9,210,542129.0,1,1,1,3,Platinum
1324,1339.0,84,5,53036.0,3,4,3,10,Silver
1325,1340.0,234,3,16640.0,4,4,4,12,Bronze
1326,1341.0,221,28,55953.0,4,3,3,10,Silver
1327,1342.0,37,26,90914.0,2,3,2,7,Gold
1328,1343.0,76,49,97488.0,3,2,2,7,Gold
1329,1344.0,240,52,161084.0,4,2,2,8,Gold
1330,1345.0,267,6,12968.0,4,4,4,12,Bronze
1331,1346.0,10,1384,12657119.0,1,1,1,3,Platinum
1332,1347.0,20,48,55258.0,2,2,3,7,Gold
1333,1348.0,41,41,86224.0,2,3,2,7,Gold
1334,1349.0,20,1203,688129.0,2,1,1,4,Platinum
1335,1350.0,216,108,136553.0,4,1,2,7,Gold
1336,1351.0,174,25,36425.0,4,3,4,11,Bronze
1337,1352.0,88,52,297296.0,3,2,1,6,Gold
1338,1353.0,80,29,220734.0,3,3,1,7,Gold
1339,1354.0,276,25,14751.0,4,3,4,11,Bronze
1340,1355.0,40,52,66512.0,2,2,3,7,Gold
1341,1356.0,99,58,46170.0,3,2,3,8,Gold
1342,1357.0,11,29,52999.0,1,3,3,7,Gold
1343,1358.0,34,26,18334.0,2,3,4,9,Silver
1344,1359.0,60,149,394867.0,3,1,1,5,Platinum
1345,1360.0,298,31,67577.0,4,3,3,10,Silver
1346,1361.0,88,42,67158.0,3,2,3,8,Gold
1347,1362.0,9,325,237192.0,1,1,1,3,Platinum
1348,1363.0,41,165,86982.0,2,1,2,5,Platinum
1349,1364.0,11,240,510188.0,1,1,1,3,Platinum
1350,1365.0,67,24,51181.0,3,3,3,9,Silver
1351,1366.0,332,3,20166.0,4,4,4,12,Bronze
1352,1367.0,32,65,259588.0,2,2,1,5,Platinum
1353,1368.0,3,265,668644.0,1,1,1,3,Platinum
1354,1369.0,2,259,647781.0,1,1,1,3,Platinum
1355,1370.0,68,42,106222.0,3,2,2,7,Gold
1356,1371.0,5,579,1425416.0,1,1,1,3,Platinum
1357,1372.0,203,7,163280.0,4,4,2,10,Silver
1358,1373.0,107,6,41114.0,3,4,3,10,Silver
1359,1374.0,19,39,84158.0,1,3,3,7,Gold
1360,1375.0,221,2,19752.0,4,4,4,12,Bronze
1361,1376.0,61,37,112072.0,3,3,2,8,Gold
1362,1377.0,3,44,19978.0,1,2,4,7,Gold
1363,1378.0,18,24,58684.0,1,3,3,7,Gold
1364,1379.0,240,20,46408.0,4,3,3,10,Silver
1365,1380.0,95,10,17337.0,3,4,4,11,Bronze
1366,1381.0,11,87,245034.0,1,2,1,4,Platinum
1367,1382.0,106,102,228327.0,3,1,1,5,Platinum
1368,1383.0,54,112,284329.0,3,1,1,5,Platinum
1369,1384.0,91,9,155680.0,3,4,2,9,Silver
1370,1386.0,31,67,137022.0,2,2,2,6,Gold
1371,1387.0,12,108,246182.0,1,1,1,3,Platinum
1372,1388.0,5,59,215044.0,1,2,1,4,Platinum
1373,1389.0,3,100,238496.0,1,2,1,4,Platinum
1374,1390.0,43,12,26476.0,2,4,4,10,Silver
1375,1391.0,6,7,13646.0,1,4,4,9,Silver
1376,1392.0,249,21,76886.0,4,3,3,10,Silver
1377,1393.0,43,193,456732.0,2,1,1,4,Platinum
1378,1394.0,178,41,96639.0,4,3,2,9,Silver
1379,1395.0,93,60,123779.0,3,2,2,7,Gold
1380,1396.0,111,118,130636.0,3,1,2,6,Gold
1381,1397.0,30,67,286835.0,2,2,1,5,Platinum
1382,1398.0,27,175,430266.0,2,1,1,4,Platinum
1383,1399.0,52,40,189213.0,2,3,2,7,Gold
1384,1400.0,184,50,111794.0,4,2,2,8,Gold
1385,1401.0,43,115,295818.0,2,1,1,4,Platinum
1386,1402.0,50,35,169570.0,2,3,2,7,Gold
1387,1403.0,23,159,119867.0,2,1,2,5,Platinum
1388,1404.0,76,79,406774.0,3,2,1,6,Gold
1389,1405.0,81,15,63854.0,3,4,3,10,Silver
1390,1406.0,374,9,17633.0,4,4,4,12,Bronze
1391,1407.0,329,8,20847.0,4,4,4,12,Bronze
1392,1408.0,44,112,289509.0,2,1,1,4,Platinum
1393,1409.0,31,42,107479.0,2,2,2,6,Gold
1394,1410.0,184,10,27340.0,4,4,4,12,Bronze
1395,1411.0,235,16,34381.0,4,4,4,12,Bronze
1396,1412.0,11,141,317557.0,1,1,1,3,Platinum
1397,1413.0,220,108,217525.0,4,1,1,6,Gold
1398,1414.0,111,75,182781.0,3,2,2,7,Gold
1399,1415.0,279,20,15917.0,4,3,4,11,Bronze
1400,1416.0,320,8,36582.0,4,4,4,12,Bronze
1401,1417.0,8,111,245538.0,1,1,1,3,Platinum
1402,1418.0,2,78,382408.0,1,2,1,4,Platinum
1403,1419.0,261,53,118512.0,4,2,2,8,Gold
1404,1420.0,65,106,409986.0,3,1,1,5,Platinum
1405,1421.0,10,111,1556962.0,1,1,1,3,Platinum
1406,1422.0,143,5,16202.0,3,4,4,11,Bronze
1407,1423.0,51,52,139383.0,2,2,2,6,Gold
1408,1424.0,9,143,345454.0,1,1,1,3,Platinum
1409,1425.0,155,17,38063.0,4,4,4,12,Bronze
1410,1426.0,110,31,68153.0,3,3,3,9,Silver
1411,1427.0,163,55,176636.0,4,2,2,8,Gold
1412,1428.0,332,29,57851.0,4,3,3,10,Silver
1413,1429.0,226,10,15960.0,4,4,4,12,Bronze
1414,1430.0,74,33,75485.0,3,3,3,9,Silver
1415,1431.0,55,29,67670.0,3,3,3,9,Silver
1416,1432.0,99,64,143686.0,3,2,2,7,Gold
1417,1433.0,16,224,511601.0,1,1,1,3,Platinum
1418,1434.0,197,8,14544.0,4,4,4,12,Bronze
1419,1435.0,4,156,494639.0,1,1,1,3,Platinum
1420,1436.0,31,32,66913.0,2,3,3,8,Gold
1421,1437.0,22,27,216966.0,2,3,1,6,Gold
1422,1438.0,24,280,699832.0,2,1,1,4,Platinum
1423,1439.0,10,9,37573.0,1,4,4,9,Silver
1424,1440.0,214,16,53474.0,4,4,3,11,Bronze
1425,1441.0,9,47,104944.0,1,2,2,5,Platinum
1426,1442.0,12,101,277766.0,1,1,1,3,Platinum
1427,1443.0,2,237,526528.0,1,1,1,3,Platinum
1428,1444.0,9,100,557435.0,1,2,1,4,Platinum
1429,1445.0,4,61,137983.0,1,2,2,5,Platinum
1430,1446.0,41,5,18228.0,2,4,4,10,Silver
1431,1447.0,18,62,180733.0,1,2,2,5,Platinum
1432,1448.0,9,1636,7900365.0,1,1,1,3,Platinum
1433,1449.0,9,143,510589.0,1,1,1,3,Platinum
1434,1450.0,27,3,6260.0,2,4,4,10,Silver
1435,1451.0,118,13,89294.0,3,4,2,9,Silver
1436,1452.0,223,17,45888.0,4,4,3,11,Bronze
1437,1453.0,72,105,238832.0,3,1,1,5,Platinum
1438,1454.0,54,33,253216.0,3,3,1,7,Gold
1439,1455.0,89,180,406460.0,3,1,1,5,Platinum
1440,1456.0,9,117,313980.0,1,1,1,3,Platinum
1441,1457.0,243,20,36123.0,4,3,4,11,Bronze
1442,1458.0,47,87,211767.0,2,2,1,5,Platinum
1443,1459.0,108,8,26668.0,3,4,4,11,Bronze
1444,1460.0,45,101,297457.0,2,1,1,4,Platinum
1445,1461.0,65,24,65239.0,3,3,3,9,Silver
1446,1462.0,207,31,64807.0,4,3,3,10,Silver
1447,1463.0,12,123,268579.0,1,1,1,3,Platinum
1448,1464.0,115,36,73120.0,3,3,3,9,Silver
1449,1465.0,244,8,22743.0,4,4,4,12,Bronze
1450,1466.0,164,12,37517.0,4,4,4,12,Bronze
1451,1467.0,18,259,655085.0,1,1,1,3,Platinum
1452,1468.0,127,28,57222.0,3,3,3,9,Silver
1453,1469.0,23,26,110761.0,2,3,2,7,Gold
1454,1470.0,68,15,44714.0,3,4,3,10,Silver
1455,1471.0,17,162,344571.0,1,1,1,3,Platinum
1456,1472.0,17,63,67259.0,1,2,3,6,Gold
1457,1473.0,17,90,248572.0,1,2,1,4,Platinum
1458,1474.0,163,31,79743.0,4,3,3,10,Silver
1459,1475.0,243,14,38856.0,4,4,4,12,Bronze
1460,1476.0,220,6,15558.0,4,4,4,12,Bronze
1461,1477.0,46,129,287886.0,2,1,1,4,Platinum
1462,1478.0,23,21,88141.0,2,3,2,7,Gold
1463,1479.0,128,71,110450.0,3,2,2,7,Gold
1464,1480.0,39,6,14778.0,2,4,4,10,Silver
1465,1481.0,121,60,127255.0,3,2,2,7,Gold
1466,1482.0,261,18,49797.0,4,3,3,10,Silver
1467,1483.0,11,31,18220.0,1,3,4,8,Gold
1468,1484.0,275,18,39398.0,4,3,3,10,Silver
1469,1485.0,169,1,5136.0,4,4,4,12,Bronze
1470,1486.0,159,47,129929.0,4,2,2,8,Gold
1471,1487.0,216,6,13498.0,4,4,4,12,Bronze
1472,1488.0,6,9,27672.0,1,4,4,9,Silver
1473,1489.0,368,11,23380.0,4,4,4,12,Bronze
1474,1490.0,80,33,82772.0,3,3,3,9,Silver
1475,1491.0,44,41,29939.0,2,3,4,9,Silver
1476,1492.0,20,55,109881.0,2,2,2,6,Gold
1477,1493.0,32,118,269098.0,2,1,1,4,Platinum
1478,1494.0,23,41,21284.0,2,3,4,9,Silver
1479,1495.0,109,69,452903.0,3,2,1,6,Gold
1480,1496.0,9,524,1156866.0,1,1,1,3,Platinum
1481,1497.0,320,8,17560.0,4,4,4,12,Bronze
1482,1498.0,296,4,11970.0,4,4,4,12,Bronze
1483,1499.0,359,4,8157.0,4,4,4,12,Bronze
1484,1500.0,186,75,35113.0,4,2,4,10,Silver
1485,1501.0,193,11,66077.0,4,4,3,11,Bronze
1486,1502.0,45,46,50804.0,2,2,3,7,Gold
1487,1503.0,53,56,29008.0,3,2,4,9,Silver
1488,1504.0,27,131,127119.0,2,1,2,5,Platinum
1489,1505.0,39,59,164687.0,2,2,2,6,Gold
1490,1506.0,10,14,29451.0,1,4,4,9,Silver
1491,1507.0,299,7,17106.0,4,4,4,12,Bronze
1492,1508.0,33,140,213477.0,2,1,1,4,Platinum
1493,1509.0,11,186,425616.0,1,1,1,3,Platinum
1494,1510.0,66,45,142459.0,3,2,2,7,Gold
1495,1511.0,11,286,563467.0,1,1,1,3,Platinum
1496,1512.0,219,5,7542.0,4,4,4,12,Bronze
1497,1513.0,3,350,433236.0,1,1,1,3,Platinum
1498,1514.0,66,73,59115.0,3,2,3,8,Gold
1499,1515.0,3,87,380216.0,1,2,1,4,Platinum
1500,1516.0,150,25,80191.0,4,3,3,10,Silver
1501,1517.0,5,182,641287.0,1,1,1,3,Platinum
1502,1518.0,132,20,177300.0,3,3,2,8,Gold
1503,1519.0,34,103,196884.0,2,1,2,5,Platinum
1504,1520.0,121,8,17617.0,3,4,4,11,Bronze
1505,1521.0,108,72,294027.0,3,2,1,6,Gold
1506,1522.0,12,107,347933.0,1,1,1,3,Platinum
1507,1523.0,73,54,259829.0,3,2,1,6,Gold
1508,1524.0,93,193,136848.0,3,1,2,6,Gold
1509,1525.0,312,14,117732.0,4,4,2,10,Silver
1510,1526.0,45,43,116595.0,2,2,2,6,Gold
1511,1527.0,364,23,15742.0,4,3,4,11,Bronze
1512,1528.0,92,97,287920.0,3,2,1,6,Gold
1513,1529.0,2,590,736706.0,1,1,1,3,Platinum
1514,1530.0,26,14,58676.0,2,4,3,9,Silver
1515,1531.0,4,124,278777.0,1,1,1,3,Platinum
1516,1532.0,11,206,129563.0,1,1,2,4,Platinum
1517,1533.0,100,29,54984.0,3,3,3,9,Silver
1518,1534.0,61,27,99077.0,3,3,2,8,Gold
1519,1535.0,1,222,567388.0,1,1,1,3,Platinum
1520,1536.0,221,3,33816.0,4,4,4,12,Bronze
1521,1537.0,26,1,34944.0,2,4,4,10,Silver
1522,1538.0,24,224,569564.0,2,1,1,4,Platinum
1523,1539.0,53,17,47024.0,3,4,3,10,Silver
1524,1540.0,8,144,149877.0,1,1,2,4,Platinum
1525,1541.0,303,17,53464.0,4,4,3,11,Bronze
1526,1542.0,10,382,323693.0,1,1,1,3,Platinum
1527,1543.0,28,12,161344.0,2,4,2,8,Gold
1528,1544.0,99,9,15645.0,3,4,4,11,Bronze
1529,1545.0,367,5,9228.0,4,4,4,12,Bronze
1530,1546.0,307,9,18894.0,4,4,4,12,Bronze
1531,1547.0,320,32,293010.0,4,3,1,8,Gold
1532,1548.0,10,55,263435.0,1,2,1,4,Platinum
1533,1549.0,2,51,193695.0,1,2,2,5,Platinum
1534,1550.0,205,63,186819.0,4,2,2,8,Gold
1535,1551.0,54,93,195546.0,3,2,2,7,Gold
1536,1552.0,1,292,147299.0,1,1,2,4,Platinum
1537,1553.0,19,70,145039.0,1,2,2,5,Platinum
1538,1554.0,12,20,41384.0,1,3,3,7,Gold
1539,1555.0,19,258,126183.0,1,1,2,4,Platinum
1540,1556.0,181,40,60870.0,4,3,3,10,Silver
1541,1557.0,61,109,81945.0,3,1,3,7,Gold
1542,1558.0,11,62,32055.0,1,2,4,7,Gold
1543,1559.0,191,22,13828.0,4,3,4,11,Bronze
1544,1560.0,6,968,443793.0,1,1,1,3,Platinum
1545,1561.0,311,4,15568.0,4,4,4,12,Bronze
1546,1562.0,156,37,221540.0,4,3,1,8,Gold
1547,1563.0,113,16,76815.0,3,4,3,10,Silver
1548,1564.0,149,179,253190.0,4,1,1,6,Gold
1549,1565.0,67,239,244752.0,3,1,1,5,Platinum
1550,1566.0,103,6,61795.0,3,4,3,10,Silver
1551,1567.0,247,130,128286.0,4,1,2,7,Gold
1552,1568.0,30,72,280035.0,2,2,1,5,Platinum
1553,1569.0,18,90,74019.0,1,2,3,6,Gold
1554,1570.0,12,43,57391.0,1,2,3,6,Gold
1555,1571.0,104,281,251361.0,3,1,1,5,Platinum
1556,1572.0,78,7,24418.0,3,4,4,11,Bronze
1557,1573.0,47,29,60966.0,2,3,3,8,Gold
1558,1574.0,73,42,113942.0,3,2,2,7,Gold
1559,1575.0,258,19,28023.0,4,3,4,11,Bronze
1560,1576.0,20,10,175220.0,2,4,2,8,Gold
1561,1577.0,254,18,38428.0,4,3,4,11,Bronze
1562,1578.0,12,13,32480.0,1,4,4,9,Silver
1563,1579.0,165,30,90227.0,4,3,2,9,Silver
1564,1580.0,19,144,287824.0,1,1,1,3,Platinum
1565,1581.0,282,9,17939.0,4,4,4,12,Bronze
1566,1582.0,52,14,40440.0,2,4,3,9,Silver
1567,1583.0,39,47,19926.0,2,2,4,8,Gold
1568,1584.0,28,144,153550.0,2,1,2,5,Platinum
1569,1585.0,68,46,142084.0,3,2,2,7,Gold
1570,1586.0,208,30,62774.0,4,3,3,10,Silver
1571,1587.0,176,17,42777.0,4,4,3,11,Bronze
1572,1588.0,8,120,299201.0,1,1,1,3,Platinum
1573,1589.0,26,7,19152.0,2,4,4,10,Silver
1574,1590.0,52,6,16136.0,2,4,4,10,Silver
1575,1591.0,312,19,64204.0,4,3,3,10,Silver
1576,1592.0,310,29,60049.0,4,3,3,10,Silver
1577,1593.0,43,193,248906.0,2,1,1,4,Platinum
1578,1594.0,27,194,108074.0,2,1,2,5,Platinum
1579,1595.0,89,7,42345.0,3,4,3,10,Silver
1580,1596.0,185,10,35553.0,4,4,4,12,Bronze
1581,1597.0,20,623,318158.0,2,1,1,4,Platinum
1582,1598.0,4,164,452984.0,1,1,1,3,Platinum
1583,1599.0,48,107,83233.0,2,1,3,6,Gold
1584,1600.0,18,799,729392.0,1,1,1,3,Platinum
1585,1601.0,18,316,237251.0,1,1,1,3,Platinum
1586,1602.0,26,96,164389.0,2,2,2,6,Gold
1587,1603.0,23,57,33235.0,2,2,4,8,Gold
1588,1604.0,12,68,172447.0,1,2,2,5,Platinum
1589,1605.0,189,23,34334.0,4,3,4,11,Bronze
1590,1606.0,109,12,54902.0,3,4,3,10,Silver
1591,1607.0,63,73,139457.0,3,2,2,7,Gold
1592,1608.0,18,101,264900.0,1,1,1,3,Platinum
1593,1609.0,37,18,38560.0,2,3,4,9,Silver
1594,1610.0,67,16,35220.0,3,4,4,11,Bronze
1595,1611.0,5,4,36978.0,1,4,4,9,Silver
1596,1612.0,33,17,115313.0,2,4,2,8,Gold
